GM3,[M+H]+,[M-H2O+H]+,[M-C11H17NO8+H]+,[M-C11H15NO7+H]+,[M-C17H27NO13+H]+,[M-C17H25NO12+H]+,[M-C23H37NO18+H]+,[M-C23H35NO17+H]+,[C11H17NO8+H]+,[Sph+H]+,[Sph-H2O+H]+
GM3(d28:0/30:2),1488.08,1470.07,1196.985,1178.974,1034.932,1016.921,872.8792,854.8687,292.1027,424.4513,406.4407
GM3(d28:1/30:1),1488.08,1470.07,1196.985,1178.974,1034.932,1016.921,872.8792,854.8687,292.1027,422.4356,404.4251
GM3(d29:1/29:1),1488.08,1470.07,1196.985,1178.974,1034.932,1016.921,872.8792,854.8687,292.1027,436.4513,418.4407
GM3(d30:0/28:2),1488.08,1470.07,1196.985,1178.974,1034.932,1016.921,872.8792,854.8687,292.1027,452.4826,434.472
GM3(d30:1/28:1),1488.08,1470.07,1196.985,1178.974,1034.932,1016.921,872.8792,854.8687,292.1027,450.4669,432.4564
GM3(d16:1/42:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,254.2478,236.2373
GM3(d18:1/40:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,282.2791,264.2686
GM3(d20:1/38:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,310.3105,292.2999
GM3(d22:1/36:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,338.3417,320.3312
GM3(d24:1/34:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,366.373,348.3625
GM3(d26:1/32:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,394.4044,376.3938
GM3(d28:1/30:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,422.4356,404.4251
GM3(d30:1/28:2),1486.064,1468.054,1194.969,1176.958,1032.916,1014.905,870.8632,852.8527,292.1027,450.4669,432.4564
GM3(d17:0/42:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,270.2791,252.2686
GM3(d19:0/40:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,298.3105,280.2999
GM3(d21:0/38:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,326.3417,308.3312
GM3(d23:0/36:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,354.373,336.3625
GM3(d24:0/35:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,368.3887,350.3781
GM3(d25:0/34:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,382.4044,364.3938
GM3(d26:0/33:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,396.42,378.4094
GM3(d27:0/32:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,410.4356,392.4251
GM3(d28:0/31:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,424.4513,406.4407
GM3(d29:0/30:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,438.4669,420.4564
GM3(d30:0/29:0),1506.127,1488.117,1215.032,1197.021,1052.979,1034.969,890.9262,872.9156,292.1027,452.4826,434.472
GM3(d17:0/42:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,270.2791,252.2686
GM3(d17:1/42:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,268.2635,250.2529
GM3(d19:0/40:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,298.3105,280.2999
GM3(d19:1/40:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,296.2948,278.2842
GM3(d21:0/38:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,326.3417,308.3312
GM3(d21:1/38:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,324.3261,306.3155
GM3(d23:0/36:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,354.373,336.3625
GM3(d23:1/36:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,352.3574,334.3468
GM3(d24:0/35:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,368.3887,350.3781
GM3(d24:1/35:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,366.373,348.3625
GM3(d25:0/34:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,382.4044,364.3938
GM3(d25:1/34:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,380.3887,362.3781
GM3(d26:0/33:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,396.42,378.4094
GM3(d26:1/33:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,394.4044,376.3938
GM3(d27:0/32:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,410.4356,392.4251
GM3(d27:1/32:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,408.42,390.4094
GM3(d28:0/31:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,424.4513,406.4407
GM3(d28:1/31:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,422.4356,404.4251
GM3(d29:0/30:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,438.4669,420.4564
GM3(d29:1/30:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,436.4513,418.4407
GM3(d30:0/29:1),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,452.4826,434.472
GM3(d30:1/29:0),1504.111,1486.101,1213.016,1195.005,1050.963,1032.953,888.9102,870.8997,292.1027,450.4669,432.4564
GM3(d17:0/42:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,270.2791,252.2686
GM3(d17:1/42:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,268.2635,250.2529
GM3(d19:0/40:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,298.3105,280.2999
GM3(d19:1/40:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,296.2948,278.2842
GM3(d21:0/38:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,326.3417,308.3312
GM3(d21:1/38:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,324.3261,306.3155
GM3(d23:0/36:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,354.373,336.3625
GM3(d23:1/36:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,352.3574,334.3468
GM3(d24:1/35:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,366.373,348.3625
GM3(d25:0/34:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,382.4044,364.3938
GM3(d25:1/34:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,380.3887,362.3781
GM3(d26:1/33:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,394.4044,376.3938
GM3(d27:0/32:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,410.4356,392.4251
GM3(d27:1/32:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,408.42,390.4094
GM3(d28:1/31:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,422.4356,404.4251
GM3(d29:0/30:2),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,438.4669,420.4564
GM3(d29:1/30:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,436.4513,418.4407
GM3(d30:1/29:1),1502.096,1484.086,1211.001,1192.99,1048.948,1030.938,886.8952,868.8846,292.1027,450.4669,432.4564
GM3(d17:1/42:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,268.2635,250.2529
GM3(d19:1/40:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,296.2948,278.2842
GM3(d21:1/38:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,324.3261,306.3155
GM3(d23:1/36:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,352.3574,334.3468
GM3(d25:1/34:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,380.3887,362.3781
GM3(d27:1/32:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,408.42,390.4094
GM3(d29:1/30:2),1500.08,1482.07,1208.985,1190.974,1046.932,1028.922,884.8792,866.8687,292.1027,436.4513,418.4407
GM3(d18:0/42:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,284.2948,266.2842
GM3(d20:0/40:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,312.3261,294.3155
GM3(d22:0/38:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,340.3574,322.3468
GM3(d24:0/36:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,368.3887,350.3781
GM3(d25:0/35:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,382.4044,364.3938
GM3(d26:0/34:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,396.42,378.4094
GM3(d27:0/33:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,410.4356,392.4251
GM3(d28:0/32:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,424.4513,406.4407
GM3(d29:0/31:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,438.4669,420.4564
GM3(d30:0/30:0),1520.143,1502.133,1229.048,1211.037,1066.995,1048.984,904.9422,886.9316,292.1027,452.4826,434.472
GM3(d18:0/42:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,284.2948,266.2842
GM3(d18:1/42:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,282.2791,264.2686
GM3(d20:0/40:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,312.3261,294.3155
GM3(d20:1/40:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,310.3105,292.2999
GM3(d22:0/38:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,340.3574,322.3468
GM3(d22:1/38:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,338.3417,320.3312
GM3(d24:0/36:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,368.3887,350.3781
GM3(d24:1/36:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,366.373,348.3625
GM3(d25:0/35:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,382.4044,364.3938
GM3(d25:1/35:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,380.3887,362.3781
GM3(d26:0/34:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,396.42,378.4094
GM3(d26:1/34:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,394.4044,376.3938
GM3(d27:0/33:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,410.4356,392.4251
GM3(d27:1/33:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,408.42,390.4094
GM3(d28:0/32:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,424.4513,406.4407
GM3(d28:1/32:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,422.4356,404.4251
GM3(d29:0/31:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,438.4669,420.4564
GM3(d29:1/31:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,436.4513,418.4407
GM3(d30:0/30:1),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,452.4826,434.472
GM3(d30:1/30:0),1518.127,1500.117,1227.032,1209.021,1064.979,1046.969,902.9262,884.9156,292.1027,450.4669,432.4564
GM3(d18:0/42:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,284.2948,266.2842
GM3(d18:1/42:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,282.2791,264.2686
GM3(d20:0/40:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,312.3261,294.3155
GM3(d20:1/40:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,310.3105,292.2999
GM3(d22:0/38:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,340.3574,322.3468
GM3(d22:1/38:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,338.3417,320.3312
GM3(d24:0/36:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,368.3887,350.3781
GM3(d24:1/36:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,366.373,348.3625
GM3(d25:1/35:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,380.3887,362.3781
GM3(d26:0/34:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,396.42,378.4094
GM3(d26:1/34:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,394.4044,376.3938
GM3(d27:1/33:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,408.42,390.4094
GM3(d28:0/32:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,424.4513,406.4407
GM3(d28:1/32:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,422.4356,404.4251
GM3(d29:1/31:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,436.4513,418.4407
GM3(d30:0/30:2),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,452.4826,434.472
GM3(d30:1/30:1),1516.111,1498.101,1225.016,1207.005,1062.963,1044.953,900.9102,882.8997,292.1027,450.4669,432.4564
GM3(d18:1/42:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,282.2791,264.2686
GM3(d20:1/40:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,310.3105,292.2999
GM3(d22:1/38:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,338.3417,320.3312
GM3(d24:1/36:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,366.373,348.3625
GM3(d26:1/34:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,394.4044,376.3938
GM3(d28:1/32:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,422.4356,404.4251
GM3(d30:1/30:2),1514.096,1496.086,1223.001,1204.99,1060.948,1042.938,898.8952,880.8846,292.1027,450.4669,432.4564
GM3(d19:0/42:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,298.3105,280.2999
GM3(d21:0/40:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,326.3417,308.3312
GM3(d23:0/38:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,354.373,336.3625
GM3(d25:0/36:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,382.4044,364.3938
GM3(d26:0/35:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,396.42,378.4094
GM3(d27:0/34:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,410.4356,392.4251
GM3(d28:0/33:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,424.4513,406.4407
GM3(d29:0/32:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,438.4669,420.4564
GM3(d30:0/31:0),1534.158,1516.148,1243.063,1225.052,1081.01,1063,918.9572,900.9467,292.1027,452.4826,434.472
GM3(d19:0/42:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,298.3105,280.2999
GM3(d19:1/42:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,296.2948,278.2842
GM3(d21:0/40:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,326.3417,308.3312
GM3(d21:1/40:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,324.3261,306.3155
GM3(d23:0/38:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,354.373,336.3625
GM3(d23:1/38:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,352.3574,334.3468
GM3(d25:0/36:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,382.4044,364.3938
GM3(d25:1/36:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,380.3887,362.3781
GM3(d26:0/35:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,396.42,378.4094
GM3(d26:1/35:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,394.4044,376.3938
GM3(d27:0/34:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,410.4356,392.4251
GM3(d27:1/34:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,408.42,390.4094
GM3(d28:0/33:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,424.4513,406.4407
GM3(d28:1/33:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,422.4356,404.4251
GM3(d29:0/32:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,438.4669,420.4564
GM3(d29:1/32:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,436.4513,418.4407
GM3(d30:0/31:1),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,452.4826,434.472
GM3(d30:1/31:0),1532.143,1514.133,1241.048,1223.037,1078.995,1060.984,916.9422,898.9316,292.1027,450.4669,432.4564
GM3(d19:0/42:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,298.3105,280.2999
GM3(d19:1/42:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,296.2948,278.2842
GM3(d21:0/40:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,326.3417,308.3312
GM3(d21:1/40:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,324.3261,306.3155
GM3(d23:0/38:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,354.373,336.3625
GM3(d23:1/38:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,352.3574,334.3468
GM3(d25:0/36:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,382.4044,364.3938
GM3(d25:1/36:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,380.3887,362.3781
GM3(d26:1/35:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,394.4044,376.3938
GM3(d27:0/34:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,410.4356,392.4251
GM3(d27:1/34:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,408.42,390.4094
GM3(d28:1/33:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,422.4356,404.4251
GM3(d29:0/32:2),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,438.4669,420.4564
GM3(d29:1/32:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,436.4513,418.4407
GM3(d30:1/31:1),1530.127,1512.117,1239.032,1221.021,1076.979,1058.969,914.9262,896.9156,292.1027,450.4669,432.4564
GM3(d19:1/42:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,296.2948,278.2842
GM3(d21:1/40:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,324.3261,306.3155
GM3(d23:1/38:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,352.3574,334.3468
GM3(d25:1/36:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,380.3887,362.3781
GM3(d27:1/34:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,408.42,390.4094
GM3(d29:1/32:2),1528.111,1510.101,1237.016,1219.005,1074.963,1056.953,912.9102,894.8997,292.1027,436.4513,418.4407
GM3(d20:0/42:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,312.3261,294.3155
GM3(d22:0/40:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,340.3574,322.3468
GM3(d24:0/38:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,368.3887,350.3781
GM3(d26:0/36:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,396.42,378.4094
GM3(d27:0/35:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,410.4356,392.4251
GM3(d28:0/34:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,424.4513,406.4407
GM3(d29:0/33:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,438.4669,420.4564
GM3(d30:0/32:0),1548.174,1530.164,1257.079,1239.068,1095.026,1077.016,932.9732,914.9626,292.1027,452.4826,434.472
GM3(d20:0/42:1),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,312.3261,294.3155
GM3(d20:1/42:0),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,310.3105,292.2999
GM3(d22:0/40:1),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,340.3574,322.3468
GM3(d22:1/40:0),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,338.3417,320.3312
GM3(d24:0/38:1),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,368.3887,350.3781
GM3(d24:1/38:0),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,366.373,348.3625
GM3(d26:0/36:1),1546.158,1528.148,1255.063,1237.052,1093.01,1075,930.9572,912.9467,292.1027,396.42,378.4094
